1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0.061638,0.022072,0.033284,0.016989,0.0092703,0.0037977,0.00048723,0.0011079,0.00028831,8.53E-05,0.0021758,0.00059362,0.00096098,-0.00075789,-0.00084663,0.061625,0.022073,0.033284,0.01698,0.0092354,2.7097,2.9636,2.7139,2.4341,3.2845,-0.061691,-0.0082492,0.33572,-0.00020329,-0.51475,0.15884,0.064579,0.086929,0.04173,0.019738,2.6488,3.0656,2.6117,2.4562,2.4961,0.0037992,0.00048718,0.0011079,0.00028864,8.59E-05,0.059785,0.031978,0.039364,0.019539,0.012447,0.0035645,0.0010231,0.0015502,0.00038204,0.00015448,-0.0035595,-0.00058565,-0.00077361,0.00022202,0.000761,0.059703,0.031986,0.039373,0.019546,0.012429,2.9942,2.8174,3.1052,2.6222,2.1677,-0.071913,0.023953,-0.019875,0.0095069,-0.16895,0.18245,0.091973,0.10453,0.049131,0.021162,3.0519,2.9565,2.9489,2.5145,2.1406,0.0035742,0.0010226,0.0015496,0.00038177,0.00015493,1
0.059364,0.02799,0.025609,0.025545,0.012584,0.0035269,0.00078248,0.00065621,0.00065246,0.00015837,0.00013868,0.0012616,0.00038168,-0.00079304,-0.00032223,0.059388,0.027973,0.025617,0.025543,0.012585,2.8082,2.6518,2.8084,3.7186,1.5852,-0.0082637,0.035275,-0.22867,-0.17789,0.017789,0.15223,0.070423,0.058779,0.063416,0.01973,2.5691,2.5957,2.658,2.6517,1.5981,0.003524,0.00078342,0.00065581,0.00065255,0.00015835,0.064202,0.033506,0.040719,0.020796,0.012535,0.0041114,0.0011168,0.001659,0.00042964,0.00015372,-0.0037444,0.0026016,-0.0006241,-0.001784,-0.0018814,0.06412,0.033419,0.040731,0.020728,0.012398,3.4858,3.6356,3.1097,2.2177,3.166,-0.30682,0.24324,-0.0072127,0.050893,-0.081289,0.16148,0.11334,0.10201,0.03941,0.03055,3.9097,3.6544,2.8826,2.235,2.4371,0.004122,0.0011227,0.001658,0.00043247,0.00015713,1
0.064459,0.029299,0.035743,0.019777,0.0063509,0.0041561,0.00085756,0.0012781,0.0003912,4.00E-05,0.001556,0.0012587,0.00074688,0.00050823,-0.00057694,0.064468,0.029284,0.03575,0.019779,0.0063273,2.7531,3.0852,3.2288,2.5185,2.2541,-0.00465,-0.14778,-0.42441,-0.19028,0.33463,0.16135,0.071424,0.076343,0.042098,0.013689,2.6037,2.9567,3.0192,2.3186,2.1554,0.004155,0.00085843,0.0012775,0.00039113,4.03E-05,0.070154,0.037374,0.038037,0.020344,0.0089693,0.0049232,0.0013961,0.0014436,0.00041424,8.02E-05,-0.0015677,0.0013955,-0.0020988,3.39E-05,-0.00055901,0.070166,0.037364,0.037995,0.020353,0.0089556,2.9622,3.6111,3.5449,2.8171,2.371,-0.18944,0.08903,-0.055074,-0.045275,-0.13345,0.18302,0.11633,0.10003,0.053211,0.015719,3.1872,3.1125,2.6298,2.6155,2.1674,0.0049216,0.0013968,0.0014468,0.0004139,8.04E-05,1
0.063319,0.025821,0.023354,0.015689,0.010025,0.0040123,0.00066693,0.00054515,0.00024391,9.90E-05,0.00055557,-0.00058108,0.00084487,0.0015608,-0.0012595,0.063343,0.025825,0.023348,0.015618,0.0099501,2.478,2.5012,3.4596,3.1104,3.3171,-0.051956,-0.054969,-0.06625,-0.028732,0.18063,0.15274,0.061898,0.063363,0.03697,0.021653,2.4266,2.6701,3.128,2.6206,2.4181,0.0040093,0.00066671,0.00054541,0.00024614,0.00010051,0.055621,0.028006,0.040587,0.021979,0.0083954,0.0030961,0.00078501,0.0016386,0.00048038,7.04E-05,0.00042189,-7.83E-05,0.0031637,-0.0017618,-0.00040888,0.055642,0.028018,0.04048,0.021918,0.0083889,3.2307,2.4893,3.3996,2.5615,2.1594,-0.068497,0.080978,0.22204,-0.25511,-0.035132,0.15075,0.076881,0.11887,0.045772,0.015622,3.2574,2.7451,2.9287,2.4293,2.1276,0.0030937,0.00078436,0.0016473,0.00048308,7.05E-05,1
0.063012,0.023396,0.023344,0.016204,0.012369,0.0039729,0.00054736,0.00054531,0.00026279,0.0001471,0.00091785,0.00068556,0.00031911,-6.57E-05,-0.0024536,0.063031,0.023396,0.023352,0.016211,0.012129,2.7089,2.6822,3.3577,2.1504,2.1737,-0.016007,0.20468,0.10569,-0.12135,0.22845,0.16705,0.068071,0.072077,0.037235,0.023071,2.6929,2.9095,3.0875,2.2979,1.9039,0.0039705,0.00054737,0.00054496,0.00026257,0.000153,0.064426,0.029304,0.043116,0.039085,0.011083,0.0041396,0.00085819,0.0018463,0.0015199,0.00012261,-0.0038177,0.0011294,-0.0037689,0.002994,0.00057049,0.06434,0.029295,0.042969,0.038986,0.011073,2.8163,2.8103,2.6308,4.2757,1.9035,-0.11182,0.048242,-0.22952,0.19961,0.028024,0.15845,0.075126,0.085846,0.10794,0.019463,2.7618,2.7011,2.539,3.05,1.8688,0.0041507,0.00085875,0.001859,0.0015276,0.00012283,1
0.061982,0.024019,0.028371,0.020542,0.0083816,0.0038447,0.00057729,0.00080422,0.00039856,7.01E-05,0.00051444,-0.00029442,0.0011752,-0.0048722,0.00044167,0.062005,0.024027,0.028359,0.019964,0.0083735,2.7857,3.0213,2.7947,2.9532,3.0256,-0.013864,0.11006,0.092305,-0.14956,0.38263,0.16755,0.077726,0.080774,0.044286,0.02162,2.7032,3.236,2.847,2.4061,2.5795,0.0038417,0.0005769,0.00080494,0.00042197,7.03E-05,0.068685,0.037067,0.039442,0.019692,0.0084607,0.0047156,0.0013751,0.0015529,0.00038527,7.16E-05,-0.0024414,0.0001109,-0.0020234,0.0016766,9.44E-05,0.06867,0.037082,0.039407,0.019628,0.0084637,3.0957,3.9651,3.3843,3.3896,2.9209,-0.15482,-0.054417,-0.16108,-0.10398,-0.015566,0.17794,0.13284,0.098585,0.050573,0.018397,3.1413,3.5837,3.2035,2.6861,2.3402,0.0047176,0.0013739,0.0015557,0.00038777,7.16E-05,1
0.063213,0.028142,0.023693,0.01747,0.0068319,0.0039938,0.00078589,0.00056177,0.00029461,4.64E-05,0.0023397,0.0025996,0.0002061,0.0032901,-0.00051982,0.063196,0.028034,0.023702,0.017164,0.0068149,2.8418,3.5966,3.5855,4.5213,2.492,0.014933,-0.1976,0.32557,1.184,0.13437,0.17338,0.072329,0.083096,0.054725,0.01437,2.9201,3.4934,3.5072,3.1326,2.1034,0.0039959,0.00079199,0.00056134,0.00030519,4.67E-05,0.060667,0.03049,0.026029,0.019238,0.010482,0.0036756,0.00092839,0.00067608,0.00037005,0.00010947,-0.0028094,0.0014131,-0.0014174,0.0005978,0.00070507,0.060627,0.030469,0.026001,0.019237,0.010463,3.4104,3.5143,4.4243,2.4612,2.0289,-0.13587,0.15215,-0.011544,0.00115,-0.16662,0.17282,0.098083,0.089252,0.045219,0.019132,2.9092,3.2761,3.4289,2.3505,2.0248,0.0036805,0.00092961,0.00067752,0.0003701,0.00010987,1
0.063965,0.02779,0.020409,0.013575,0.0079204,0.0040915,0.0007721,0.00041685,0.00018221,6.22E-05,0.0018678,0.00089604,-0.00011957,0.001493,0.00078625,0.063965,0.027787,0.020417,0.013498,0.0078846,2.8773,3.8188,2.4676,1.7706,2.238,0.088889,0.091575,0.022531,-0.1181,-0.18333,0.17455,0.10249,0.048951,0.026005,0.015345,2.7289,3.6882,2.3985,1.9157,2.0194,0.0040916,0.00077226,0.00041652,0.00018428,6.27E-05,0.057479,0.033112,0.031422,0.019795,0.010078,0.0033037,0.0010956,0.00098662,0.00039217,0.00010047,-0.0016731,0.0012966,0.0012461,-0.00010296,-0.0010811,0.057478,0.0331,0.03141,0.019803,0.010024,2.8962,2.4669,3.8213,2.2244,1.6828,-0.028447,0.06752,0.0422,-0.050758,0.10869,0.14627,0.087223,0.093782,0.044596,0.016743,2.8341,2.6474,2.9846,2.2529,1.6614,0.0033038,0.0010964,0.00098735,0.00039186,0.00010156,1
0.06141,0.022957,0.031303,0.0095791,0.0053163,0.0037727,0.00052742,0.00095878,9.07E-05,2.83E-05,0.0012997,-0.00021918,0.0046794,-0.0010734,2.20E-07,0.061422,0.022966,0.030964,0.0095227,0.0053185,2.7753,3.4152,2.8822,2.1585,1.6936,-0.019071,-0.20377,-0.084499,0.11791,0.080211,0.16348,0.067434,0.079416,0.020264,0.00957,2.6621,3.2088,2.6634,2.1154,1.8001,0.0037712,0.00052702,0.00097988,9.18E-05,2.83E-05,0.071407,0.036541,0.035071,0.028328,0.010136,0.0050907,0.0013357,0.0012287,0.00080169,0.00010277,-0.0035303,0.00081117,0.0015279,0.0012091,0.0002192,0.071349,0.036547,0.035052,0.028314,0.010138,2.7678,3.0064,2.9823,4.4646,3.2619,-0.08508,0.10732,-0.16847,0.25021,0.18026,0.18756,0.10955,0.0886,0.094716,0.025316,2.6992,3.3948,2.9645,3.3435,2.4977,0.0050989,0.0013353,0.00123,0.00080249,0.00010273,1
0.059482,0.026812,0.024643,0.017645,0.014723,0.003538,0.00071741,0.00060744,0.00031066,0.00021505,0.0017406,0.0014387,0.00056983,-0.00098019,-0.0013818,0.059481,0.026785,0.024646,0.017625,0.014664,3.0766,3.2491,4.6214,3.1159,2.7563,-0.022195,0.16084,0.33906,0.088048,0.079188,0.1902,0.09466,0.092412,0.041107,0.029218,3.1976,3.5305,3.7501,2.9038,2.3116,0.0035381,0.00071888,0.00060726,0.00031136,0.00021678,0.067287,0.035306,0.040534,0.020697,0.012162,0.00451,0.0012448,0.0016416,0.00042866,0.00014706,-0.0046115,0.0016573,0.0016748,-0.00021849,0.00098813,0.067157,0.035282,0.040516,0.020704,0.012127,2.9658,2.7387,2.2573,2.5366,2.5397,-0.084094,-0.022269,0.069541,-0.10576,-0.044006,0.17709,0.096699,0.088143,0.042657,0.0259,2.918,2.9071,2.1746,2.6233,2.1295,0.0045276,0.0012465,0.001643,0.00042835,0.00014792,1
